REPORT_TYPE,RACE_RAW,ARREST_YEAR,SEX,ARREST_TYPE,CHARGE,CHARGE_DESCRIPTION,ADDRESS,LATITUDE,LONGITUDE,BOOKING_LOCATION,geometry,Neighborhood
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CEDROS,34.2282,-118.4536,NA,"c(-118.4536, 34.2282)",Panorama City
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,LASSEN                       ST,34.2501,-118.4675,NA,"c(-118.4675, 34.2501)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,WILLIS                       AV,34.25,-118.4544,NA,"c(-118.4544, 34.25)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,14600    PLUMMER                      ST,34.2454,-118.4505,NA,"c(-118.4505, 34.2454)",Panorama City
RFC,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LAUREL CANYON                BL,34.285,-118.4587,NA,"c(-118.4587, 34.285)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA                    BL,34.2246,-118.4153,NA,"c(-118.4153, 34.2246)",Sun Valley
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SAYRE                        ST,34.311,-118.4328,NA,"c(-118.4328, 34.311)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,14800    LASSEN                       ST,34.25,-118.4544,NA,"c(-118.4544, 34.25)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,FOOTHILL                     BL,34.3197,-118.4838,NA,"c(-118.4838, 34.3197)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,POLK                         ST,34.3163,-118.4399,NA,"c(-118.4399, 34.3163)",Sylmar
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ROSCOE,34.2214,-118.4721,NA,"c(-118.4721, 34.2214)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,REMINGTON,34.2415,-118.4429,NA,"c(-118.4429, 34.2415)",Arleta
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SAN JOSE,34.261,-118.4713,NA,"c(-118.4713, 34.261)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,WOODMAN,34.233,-118.4386,NA,"c(-118.4386, 34.233)",Panorama City
RFC,Other Asian,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,STRANWOOD,34.2688,-118.4559,NA,"c(-118.4559, 34.2688)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,10600    CEDROS                       AV,34.2626,-118.4536,NA,"c(-118.4536, 34.2626)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,10600    CEDROS                       AV,34.2626,-118.4536,NA,"c(-118.4536, 34.2626)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8800    VARNA                        AV,34.2298,-118.4269,NA,"c(-118.4269, 34.2298)",Arleta
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ROSCOE,34.2214,-118.4677,NA,"c(-118.4677, 34.2214)",North Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,15500    DEVONSHIRE                   ST,34.261,-118.4698,NA,"c(-118.4698, 34.261)",Mission Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BLEDSOE                      ST,34.3112,-118.4587,NA,"c(-118.4587, 34.3112)",Sylmar
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,SEPULVEDA,34.2428,-118.4675,NA,"c(-118.4675, 34.2428)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA,34.2428,-118.4675,NA,"c(-118.4675, 34.2428)",North Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,13000    GLENOAKS                     BL,34.3066,-118.4484,NA,"c(-118.4484, 34.3066)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BRAND                        BL,34.2718,-118.4589,NA,"c(-118.4589, 34.2718)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,9700    VAN NUYS                     BL,34.2445,-118.4502,NA,"c(-118.4502, 34.2445)",Panorama City
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ROXFORD,34.3036,-118.4792,NA,"c(-118.4792, 34.3036)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,15500    CHASE                        ST,34.2247,-118.4699,NA,"c(-118.4699, 34.2247)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,GULLO                        AV,34.2493,-118.4482,NA,"c(-118.4482, 34.2493)",Arleta
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SATICOY,34.2095,-118.4306,NA,"c(-118.4306, 34.2095)",Panorama City
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8300    SEPULVEDA                    BL,34.2214,-118.4677,NA,"c(-118.4677, 34.2214)",North Hills
RFC,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8300    SEPULVEDA                    BL,34.2214,-118.4677,NA,"c(-118.4677, 34.2214)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,HOYT                         ST,34.2486,-118.4445,NA,"c(-118.4445, 34.2486)",Arleta
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PARTHENIA,34.2283,-118.4677,NA,"c(-118.4677, 34.2283)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CEDROS,34.2318,-118.4536,NA,"c(-118.4536, 34.2318)",Panorama City
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,BEACHY,34.2308,-118.4193,NA,"c(-118.4193, 34.2308)",Arleta
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8500    MINUET                       PL,34.2253,-118.4336,NA,"c(-118.4336, 34.2253)",Panorama City
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ROMAR,34.2546,-118.4674,NA,"c(-118.4674, 34.2546)",Mission Hills
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,8700 N  SEPULVEDA                    BL,34.2267,-118.4704,NA,"c(-118.4704, 34.2267)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PEACH                        AV,34.2585,-118.4695,NA,"c(-118.4695, 34.2585)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SHARP,34.2482,-118.4267,NA,"c(-118.4267, 34.2482)",Arleta
RFC,Other,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,DEVONSHIRE,34.2573,-118.4674,NA,"c(-118.4674, 34.2573)",Mission Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ELDRIDGE,34.3117,-118.4172,NA,"c(-118.4172, 34.3117)",Sylmar
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,13300    REEDLEY                      ST,34.226,-118.4228,NA,"c(-118.4228, 34.226)",Arleta
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,INDIAN HILLS,34.279,-118.4589,NA,"c(-118.4589, 34.279)",Mission Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA,34.2247,-118.4677,NA,"c(-118.4677, 34.2247)",North Hills
RFC,Other Asian,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VAN NUYS,34.2342,-118.4436,NA,"c(-118.4436, 34.2342)",Panorama City
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA,34.2214,-118.4677,NA,"c(-118.4677, 34.2214)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,13200    GLADSTONE                    AV,34.3108,-118.4282,NA,"c(-118.4282, 34.3108)",Sylmar
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,9800    SEPULVEDA                    BL,34.2482,-118.4675,NA,"c(-118.4675, 34.2482)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11375(B)HS,POSSESS SPECFIC CNTL SUBSTANCE FOR SALE,14200    VAN NUYS                     BL,34.251,-118.4428,NA,"c(-118.4428, 34.251)",Arleta
RFC,White,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,3700    WILSHIRE                     BL,34.0617,-118.3066,NA,"c(-118.3066, 34.0617)",Koreatown
RFC,White,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,3700    WILSHIRE                     BL,34.0617,-118.3066,NA,"c(-118.3066, 34.0617)",Koreatown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MARIPOSA                     AV,34.069,-118.2992,NA,"c(-118.2992, 34.069)",Koreatown
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,MARIPOSA,34.0654,-118.2992,NA,"c(-118.2992, 34.0654)",Koreatown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ARAPAHOE,34.0401,-118.2852,NA,"c(-118.2852, 34.0401)",Pico-Union
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ARAPAHOE,34.0382,-118.2847,NA,"c(-118.2847, 34.0382)",Pico-Union
RFC,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WESTERN,34.0527,-118.3091,NA,"c(-118.3091, 34.0527)",Harvard Heights
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,20TH                         ST,34.0382,-118.2849,NA,"c(-118.2849, 34.0382)",Pico-Union
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22900    VICTORY                      BL,34.1865,-118.6256,NA,"c(-118.6256, 34.1865)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CALIFA,34.1773,-118.605,NA,"c(-118.605, 34.1773)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SHERMAN                      WY,34.2011,-118.5906,NA,"c(-118.5906, 34.2011)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,TOPANGA CANYON,34.1773,-118.6054,NA,"c(-118.6054, 34.1773)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,DON PIO                      AV,34.1648,-118.5771,NA,"c(-118.5771, 34.1648)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,FALLBROOK                    AV,34.1937,-118.6234,NA,"c(-118.6234, 34.1937)",West Hills
RFC,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,20200    RUNNYMEDE                    ST,34.2059,-118.5732,NA,"c(-118.5732, 34.2059)",Winnetka
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VANOWEN                      ST,34.1937,-118.6234,NA,"c(-118.6234, 34.1937)",West Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,DE SOTO,34.1938,-118.5884,NA,"c(-118.5884, 34.1938)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SHERMAN                      WY,34.201,-118.6059,NA,"c(-118.6059, 34.201)",Canoga Park
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,21100    VENTURA                      BL,34.167,-118.5928,NA,"c(-118.5928, 34.167)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6000    TOPANGA CANYON               BL,34.1828,-118.6102,NA,"c(-118.6102, 34.1828)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,SHERMAN                      WY,34.201,-118.5955,NA,"c(-118.5955, 34.201)",Canoga Park
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SHERMAN                      WY,34.201,-118.6147,NA,"c(-118.6147, 34.201)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,23500    ELKWOOD                      ST,34.2125,-118.6389,NA,"c(-118.6389, 34.2125)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6000    TOPANGA CANYON               BL,34.1828,-118.6102,NA,"c(-118.6102, 34.1828)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SHERMAN                      WY,34.2011,-118.5797,NA,"c(-118.5797, 34.2011)",Winnetka
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,QUAKERTOWN                   AV,34.2165,-118.5699,NA,"c(-118.5699, 34.2165)",Winnetka
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,TOPANGA CANYON,34.2355,-118.605,NA,"c(-118.605, 34.2355)",Chatsworth Reservoir
RFC,Other,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,RUNNYMEDE                    ST,34.2059,-118.571,NA,"c(-118.571, 34.2059)",Winnetka
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,MASON                        AV,34.2201,-118.5798,NA,"c(-118.5798, 34.2201)",Winnetka
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,TOPANGA CANYON,34.1773,-118.6054,NA,"c(-118.6054, 34.1773)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,TOPANGA CANYON,34.1773,-118.6054,NA,"c(-118.6054, 34.1773)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,20200    VENTURA                      BL,34.1702,-118.5729,NA,"c(-118.5729, 34.1702)",Woodland Hills
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,CALIFA,34.1773,-118.605,NA,"c(-118.605, 34.1773)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CALIFA,34.1773,-118.605,NA,"c(-118.605, 34.1773)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,CALIFA,34.1773,-118.605,NA,"c(-118.605, 34.1773)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,NORDHOFF                     ST,34.2355,-118.5961,NA,"c(-118.5961, 34.2355)",Chatsworth
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22000    VENTURA                      BL,34.1685,-118.6058,NA,"c(-118.6058, 34.1685)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,5800    WINNETKA                     AV,34.1758,-118.5709,NA,"c(-118.5709, 34.1758)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,VENTURA,34.1684,-118.6021,NA,"c(-118.6021, 34.1684)",Woodland Hills
RFC,Other,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,TOPANGA CANYON,34.1792,-118.6054,NA,"c(-118.6054, 34.1792)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,BASSETT,34.1956,-118.5928,NA,"c(-118.5928, 34.1956)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,20100    VANOWEN                      ST,34.1938,-118.571,NA,"c(-118.571, 34.1938)",Winnetka
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,23000    VENTURA                      BL,34.1649,-118.6268,NA,"c(-118.6268, 34.1649)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,23000    VENTURA                      BL,34.1649,-118.6268,NA,"c(-118.6268, 34.1649)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,21500    SCHOENBORN                   ST,34.221,-118.5989,NA,"c(-118.5989, 34.221)",Canoga Park
RFC,White,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,8300    CANOGA                       AV,34.2239,-118.6017,NA,"c(-118.6017, 34.2239)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CANOGA,34.1679,-118.5974,NA,"c(-118.5974, 34.1679)",Woodland Hills
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,NITA                         AV,34.1965,-118.6136,NA,"c(-118.6136, 34.1965)",Canoga Park
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VARIEL                       AV,34.1912,-118.5928,NA,"c(-118.5928, 34.1912)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,21000    VENTURA                      BL,34.1667,-118.5908,NA,"c(-118.5908, 34.1667)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,6700    SHOUP                        AV,34.1923,-118.6146,NA,"c(-118.6146, 34.1923)",West Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,RUDNICK,34.2187,-118.6124,NA,"c(-118.6124, 34.2187)",Canoga Park
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,SHOUP                        AV,34.1878,-118.6146,NA,"c(-118.6146, 34.1878)",Canoga Park
RFC,Other,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,CANOGA,34.1938,-118.5975,NA,"c(-118.5975, 34.1938)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ALABAMA,34.1865,-118.6017,NA,"c(-118.6017, 34.1865)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,6200    TOPANGA CANYON               BL,34.1828,-118.6102,NA,"c(-118.6102, 34.1828)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SKOURAS                      DR,34.1837,-118.5846,NA,"c(-118.5846, 34.1837)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,8200    CANOGA                       AV,34.2176,-118.6017,NA,"c(-118.6017, 34.2176)",Canoga Park
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,TOPANGA CANYON               BL,34.172,-118.6058,NA,"c(-118.6058, 34.172)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22600    VANOWEN                      ST,34.1937,-118.6192,NA,"c(-118.6192, 34.1937)",West Hills
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22600    VANOWEN                      ST,34.1937,-118.6192,NA,"c(-118.6192, 34.1937)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,21400    SATICOY                      ST,34.2119,-118.6017,NA,"c(-118.6017, 34.2119)",Canoga Park
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,7100    DE SOTO                      AV,34.1992,-118.5885,NA,"c(-118.5885, 34.1992)",Canoga Park
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,GAULT,34.1987,-118.6278,NA,"c(-118.6278, 34.1987)",West Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,23000    VOSE                         ST,34.1979,-118.6278,NA,"c(-118.6278, 34.1979)",West Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,23000    VOSE                         ST,34.1979,-118.6278,NA,"c(-118.6278, 34.1979)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,STAGG,34.2108,-118.571,NA,"c(-118.571, 34.2108)",Winnetka
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,19900    VENTURA                      BL,34.1723,-118.5659,NA,"c(-118.5659, 34.1723)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,ERWIN,34.1829,-118.6015,NA,"c(-118.6015, 34.1829)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,ERWIN,34.1829,-118.6015,NA,"c(-118.6015, 34.1829)",Woodland Hills
RFC,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,ERWIN,34.1829,-118.6015,NA,"c(-118.6015, 34.1829)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,22800    VENTURA                      BL,34.166,-118.6233,NA,"c(-118.6233, 34.166)",Woodland Hills
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,21300    VENTURA                      BL,34.1675,-118.5956,NA,"c(-118.5956, 34.1675)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,22200    SHERMAN                      WY,34.201,-118.6103,NA,"c(-118.6103, 34.201)",Canoga Park
RFC,Other,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,21800    VENTURA                      BL,34.1684,-118.6021,NA,"c(-118.6021, 34.1684)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SATICOY,34.2084,-118.571,NA,"c(-118.571, 34.2084)",Winnetka
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,WYANDOTTE                    ST,34.2028,-118.6059,NA,"c(-118.6059, 34.2028)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,CANOGA,34.2198,-118.5975,NA,"c(-118.5975, 34.2198)",Canoga Park
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,22900    VICTORY                      BL,34.1865,-118.6256,NA,"c(-118.6256, 34.1865)",West Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,22200    SHERMAN                      WY,34.201,-118.6103,NA,"c(-118.6103, 34.201)",Canoga Park
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22200    SHERMAN                      WY,34.201,-118.6103,NA,"c(-118.6103, 34.201)",Canoga Park
RFC,Other,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22100    VENTURA                      BL,34.1686,-118.6081,NA,"c(-118.6081, 34.1686)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VANOWEN                      ST,34.1937,-118.6212,NA,"c(-118.6212, 34.1937)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VANOWEN                      ST,34.1937,-118.6234,NA,"c(-118.6234, 34.1937)",West Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VANOWEN                      ST,34.1937,-118.6234,NA,"c(-118.6234, 34.1937)",West Hills
